=============Policy===============
(overLeft, wicketLeft, b1OverLeft, b2OverLeft, b3OverLeft, b4OverLeft, b5OverLeft) |  Bowler
(6, 2, 1, 1, 2, 1, 1) Bowler =  4 Value = 19.85
(6, 2, 1, 1, 2, 1, 2) Bowler =  5 Value = 19.67
(6, 2, 1, 1, 2, 2, 0) Bowler =  4 Value = 19.73
(6, 2, 1, 1, 2, 2, 1) Bowler =  4 Value = 19.58
(6, 2, 1, 1, 2, 2, 2) Bowler =  4 Value = 19.56
(6, 2, 1, 2, 0, 0, 0) Bowler =  1 Value = 9.87
(6, 2, 1, 2, 0, 0, 1) Bowler =  5 Value = 14.19
(6, 2, 1, 2, 0, 0, 2) Bowler =  5 Value = 17.47
(6, 2, 1, 2, 0, 1, 0) Bowler =  1 Value = 13.80
(6, 2, 1, 2, 0, 1, 1) Bowler =  4 Value = 17.25
(6, 2, 1, 2, 0, 1, 2) Bowler =  5 Value = 19.74
(6, 2, 1, 2, 0, 2, 0) Bowler =  4 Value = 17.01
(6, 2, 1, 2, 0, 2, 1) Bowler =  4 Value = 19.66
(6, 2, 1, 2, 0, 2, 2) Bowler =  5 Value = 19.58
(6, 2, 1, 2, 1, 0, 0) Bowler =  1 Value = 13.44
(6, 2, 1, 2, 1, 0, 1) Bowler =  3 Value = 17.11
(6, 2, 1, 2, 1, 0, 2) Bowler =  5 Value = 19.70
(6, 2, 1, 2, 1, 1, 0) Bowler =  3 Value = 16.83
(6, 2, 1, 2, 1, 1, 1) Bowler =  4 Value = 19.60
(6, 2, 1, 2, 1, 1, 2) Bowler =  5 Value = 19.44
(6, 2, 1, 2, 1, 2, 0) Bowler =  4 Value = 19.47
(6, 2, 1, 2, 1, 2, 1) Bowler =  4 Value = 19.33
(6, 2, 1, 2, 1, 2, 2) Bowler =  4 Value = 19.32
(6, 2, 1, 2, 2, 0, 0) Bowler =  3 Value = 16.61
(6, 2, 1, 2, 2, 0, 1) Bowler =  3 Value = 19.60
(6, 2, 1, 2, 2, 0, 2) Bowler =  5 Value = 19.36
(6, 2, 1, 2, 2, 1, 0) Bowler =  3 Value = 19.44
(6, 2, 1, 2, 2, 1, 1) Bowler =  4 Value = 19.23
(6, 2, 1, 2, 2, 1, 2) Bowler =  4 Value = 19.18
(6, 2, 1, 2, 2, 2, 0) Bowler =  4 Value = 19.29
(6, 2, 1, 2, 2, 2, 1) Bowler =  4 Value = 19.19
(6, 2, 1, 2, 2, 2, 2) Bowler =  4 Value = 19.18
(6, 2, 2, 0, 0, 0, 0) Bowler =  1 Value = 6.00
(6, 2, 2, 0, 0, 0, 1) Bowler =  1 Value = 10.78
(6, 2, 2, 0, 0, 0, 2) Bowler =  5 Value = 14.78
(6, 2, 2, 0, 0, 1, 0) Bowler =  1 Value = 10.32
(6, 2, 2, 0, 0, 1, 1) Bowler =  5 Value = 14.45
(6, 2, 2, 0, 0, 1, 2) Bowler =  5 Value = 17.62
(6, 2, 2, 0, 0, 2, 0) Bowler =  4 Value = 14.09
(6, 2, 2, 0, 0, 2, 1) Bowler =  5 Value = 17.42
(6, 2, 2, 0, 0, 2, 2) Bowler =  5 Value = 19.84
(6, 2, 2, 0, 1, 0, 0) Bowler =  1 Value = 9.86
(6, 2, 2, 0, 1, 0, 1) Bowler =  3 Value = 14.15
(6, 2, 2, 0, 1, 0, 2) Bowler =  5 Value = 17.43
(6, 2, 2, 0, 1, 1, 0) Bowler =  3 Value = 13.77
(6, 2, 2, 0, 1, 1, 1) Bowler =  5 Value = 17.22
(6, 2, 2, 0, 1, 1, 2) Bowler =  5 Value = 19.71
(6, 2, 2, 0, 1, 2, 0) Bowler =  4 Value = 16.98
(6, 2, 2, 0, 1, 2, 1) Bowler =  4 Value = 19.63
(6, 2, 2, 0, 1, 2, 2) Bowler =  5 Value = 19.55
(6, 2, 2, 0, 2, 0, 0) Bowler =  3 Value = 13.42
(6, 2, 2, 0, 2, 0, 1) Bowler =  3 Value = 17.08
(6, 2, 2, 0, 2, 0, 2) Bowler =  5 Value = 19.66
(6, 2, 2, 0, 2, 1, 0) Bowler =  3 Value = 16.80
(6, 2, 2, 0, 2, 1, 1) Bowler =  5 Value = 19.57
(6, 2, 2, 0, 2, 1, 2) Bowler =  5 Value = 19.41
(6, 2, 2, 0, 2, 2, 0) Bowler =  4 Value = 19.44
(6, 2, 2, 0, 2, 2, 1) Bowler =  4 Value = 19.30
(6, 2, 2, 0, 2, 2, 2) Bowler =  4 Value = 19.29
(6, 2, 2, 1, 0, 0, 0) Bowler =  1 Value = 9.38
(6, 2, 2, 1, 0, 0, 1) Bowler =  1 Value = 13.75
(6, 2, 2, 1, 0, 0, 2) Bowler =  5 Value = 17.12
(6, 2, 2, 1, 0, 1, 0) Bowler =  1 Value = 13.36
(6, 2, 2, 1, 0, 1, 1) Bowler =  5 Value = 16.89
(6, 2, 2, 1, 0, 1, 2) Bowler =  5 Value = 19.46
(6, 2, 2, 1, 0, 2, 0) Bowler =  4 Value = 16.64
(6, 2, 2, 1, 0, 2, 1) Bowler =  4 Value = 19.37
(6, 2, 2, 1, 0, 2, 2) Bowler =  5 Value = 19.31
(6, 2, 2, 1, 1, 0, 0) Bowler =  1 Value = 12.99
(6, 2, 2, 1, 1, 0, 1) Bowler =  5 Value = 16.73
(6, 2, 2, 1, 1, 0, 2) Bowler =  5 Value = 19.40
(6, 2, 2, 1, 1, 1, 0) Bowler =  3 Value = 16.44
(6, 2, 2, 1, 1, 1, 1) Bowler =  4 Value = 19.29
(6, 2, 2, 1, 1, 1, 2) Bowler =  5 Value = 19.16
(6, 2, 2, 1, 1, 2, 0) Bowler =  4 Value = 19.15
(6, 2, 2, 1, 1, 2, 1) Bowler =  4 Value = 19.03
(6, 2, 2, 1, 1, 2, 2) Bowler =  4 Value = 19.03
(6, 2, 2, 1, 2, 0, 0) Bowler =  3 Value = 16.20
(6, 2, 2, 1, 2, 0, 1) Bowler =  3 Value = 19.28
(6, 2, 2, 1, 2, 0, 2) Bowler =  5 Value = 19.06
(6, 2, 2, 1, 2, 1, 0) Bowler =  3 Value = 19.10
(6, 2, 2, 1, 2, 1, 1) Bowler =  4 Value = 18.91
(6, 2, 2, 1, 2, 1, 2) Bowler =  4 Value = 18.88
(6, 2, 2, 1, 2, 2, 0) Bowler =  4 Value = 18.97
(6, 2, 2, 1, 2, 2, 1) Bowler =  4 Value = 18.88
(6, 2, 2, 1, 2, 2, 2) Bowler =  4 Value = 18.87
(6, 2, 2, 2, 0, 0, 0) Bowler =  1 Value = 12.56
(6, 2, 2, 2, 0, 0, 1) Bowler =  1 Value = 16.40
(6, 2, 2, 2, 0, 0, 2) Bowler =  5 Value = 19.16
(6, 2, 2, 2, 0, 1, 0) Bowler =  1 Value = 16.10
(6, 2, 2, 2, 0, 1, 1) Bowler =  4 Value = 19.04
(6, 2, 2, 2, 0, 1, 2) Bowler =  5 Value = 18.98
(6, 2, 2, 2, 0, 2, 0) Bowler =  4 Value = 18.88
(6, 2, 2, 2, 0, 2, 1) Bowler =  4 Value = 18.83
(6, 2, 2, 2, 0, 2, 2) Bowler =  4 Value = 18.83
(6, 2, 2, 2, 1, 0, 0) Bowler =  1 Value = 15.84
(6, 2, 2, 2, 1, 0, 1) Bowler =  3 Value = 19.00
(6, 2, 2, 2, 1, 0, 2) Bowler =  5 Value = 18.80
(6, 2, 2, 2, 1, 1, 0) Bowler =  3 Value = 18.81
(6, 2, 2, 2, 1, 1, 1) Bowler =  4 Value = 18.63
(6, 2, 2, 2, 1, 1, 2) Bowler =  4 Value = 18.63
(6, 2, 2, 2, 1, 2, 0) Bowler =  4 Value = 18.68
(6, 2, 2, 2, 1, 2, 1) Bowler =  4 Value = 18.63
(6, 2, 2, 2, 1, 2, 2) Bowler =  4 Value = 18.63
(6, 2, 2, 2, 2, 0, 0) Bowler =  3 Value = 18.69
(6, 2, 2, 2, 2, 0, 1) Bowler =  3 Value = 18.55
(6, 2, 2, 2, 2, 0, 2) Bowler =  1 Value = 18.53
(6, 2, 2, 2, 2, 1, 0) Bowler =  3 Value = 18.59
(6, 2, 2, 2, 2, 1, 1) Bowler =  1 Value = 18.54
(6, 2, 2, 2, 2, 1, 2) Bowler =  1 Value = 18.53
(6, 2, 2, 2, 2, 2, 0) Bowler =  1 Value = 18.57
(6, 2, 2, 2, 2, 2, 1) Bowler =  1 Value = 18.54
(6, 2, 2, 2, 2, 2, 2) Bowler =  1 Value = 18.53
(6, 3, 0, 0, 0, 0, 0) Bowler =  -1 Value = 0.00
(6, 3, 0, 0, 0, 0, 1) Bowler =  5 Value = 5.00
(6, 3, 0, 0, 0, 0, 2) Bowler =  5 Value = 10.00
(6, 3, 0, 0, 0, 1, 0) Bowler =  4 Value = 4.50
(6, 3, 0, 0, 0, 1, 1) Bowler =  4 Value = 9.50
(6, 3, 0, 0, 0, 1, 2) Bowler =  4 Value = 14.50
(6, 3, 0, 0, 0, 2, 0) Bowler =  4 Value = 9.00
(6, 3, 0, 0, 0, 2, 1) Bowler =  4 Value = 14.00
(6, 3, 0, 0, 0, 2, 2) Bowler =  5 Value = 18.76
(6, 3, 0, 0, 1, 0, 0) Bowler =  3 Value = 4.00
(6, 3, 0, 0, 1, 0, 1) Bowler =  3 Value = 9.00
(6, 3, 0, 0, 1, 0, 2) Bowler =  3 Value = 14.00
(6, 3, 0, 0, 1, 1, 0) Bowler =  3 Value = 8.50
(6, 3, 0, 0, 1, 1, 1) Bowler =  3 Value = 13.50
(6, 3, 0, 0, 1, 1, 2) Bowler =  4 Value = 18.29
(6, 3, 0, 0, 1, 2, 0) Bowler =  3 Value = 13.00
(6, 3, 0, 0, 1, 2, 1) Bowler =  4 Value = 17.82
(6, 3, 0, 0, 1, 2, 2) Bowler =  4 Value = 22.19
(6, 3, 0, 0, 2, 0, 0) Bowler =  3 Value = 8.00
(6, 3, 0, 0, 2, 0, 1) Bowler =  3 Value = 13.00
(6, 3, 0, 0, 2, 0, 2) Bowler =  3 Value = 17.84
(6, 3, 0, 0, 2, 1, 0) Bowler =  3 Value = 12.50
(6, 3, 0, 0, 2, 1, 1) Bowler =  3 Value = 17.37
(6, 3, 0, 0, 2, 1, 2) Bowler =  4 Value = 21.81
(6, 3, 0, 0, 2, 2, 0) Bowler =  3 Value = 16.89
(6, 3, 0, 0, 2, 2, 1) Bowler =  5 Value = 21.40
(6, 3, 0, 0, 2, 2, 2) Bowler =  5 Value = 25.30
(6, 3, 0, 1, 0, 0, 0) Bowler =  2 Value = 3.50
(6, 3, 0, 1, 0, 0, 1) Bowler =  2 Value = 8.50
(6, 3, 0, 1, 0, 0, 2) Bowler =  2 Value = 13.50
(6, 3, 0, 1, 0, 1, 0) Bowler =  2 Value = 8.00
(6, 3, 0, 1, 0, 1, 1) Bowler =  2 Value = 13.00
(6, 3, 0, 1, 0, 1, 2) Bowler =  4 Value = 17.81
(6, 3, 0, 1, 0, 2, 0) Bowler =  2 Value = 12.50
(6, 3, 0, 1, 0, 2, 1) Bowler =  4 Value = 17.34
(6, 3, 0, 1, 0, 2, 2) Bowler =  4 Value = 21.76
(6, 3, 0, 1, 1, 0, 0) Bowler =  2 Value = 7.50
(6, 3, 0, 1, 1, 0, 1) Bowler =  2 Value = 12.50
(6, 3, 0, 1, 1, 0, 2) Bowler =  3 Value = 17.36
(6, 3, 0, 1, 1, 1, 0) Bowler =  2 Value = 12.00
(6, 3, 0, 1, 1, 1, 1) Bowler =  3 Value = 16.88
(6, 3, 0, 1, 1, 1, 2) Bowler =  4 Value = 21.37
(6, 3, 0, 1, 1, 2, 0) Bowler =  3 Value = 16.40
(6, 3, 0, 1, 1, 2, 1) Bowler =  5 Value = 20.95
(6, 3, 0, 1, 1, 2, 2) Bowler =  5 Value = 24.91
(6, 3, 0, 1, 2, 0, 0) Bowler =  2 Value = 11.50
(6, 3, 0, 1, 2, 0, 1) Bowler =  5 Value = 16.41
(6, 3, 0, 1, 2, 0, 2) Bowler =  3 Value = 20.99
(6, 3, 0, 1, 2, 1, 0) Bowler =  3 Value = 15.93
(6, 3, 0, 1, 2, 1, 1) Bowler =  4 Value = 20.56
(6, 3, 0, 1, 2, 1, 2) Bowler =  5 Value = 24.62
(6, 3, 0, 1, 2, 2, 0) Bowler =  3 Value = 20.12
(6, 3, 0, 1, 2, 2, 1) Bowler =  4 Value = 24.27
(6, 3, 0, 1, 2, 2, 2) Bowler =  4 Value = 24.26
(6, 3, 0, 2, 0, 0, 0) Bowler =  2 Value = 7.00
(6, 3, 0, 2, 0, 0, 1) Bowler =  2 Value = 12.00
(6, 3, 0, 2, 0, 0, 2) Bowler =  5 Value = 16.89
(6, 3, 0, 2, 0, 1, 0) Bowler =  2 Value = 11.50
(6, 3, 0, 2, 0, 1, 1) Bowler =  2 Value = 16.41
(6, 3, 0, 2, 0, 1, 2) Bowler =  4 Value = 20.94
(6, 3, 0, 2, 0, 2, 0) Bowler =  2 Value = 15.92
(6, 3, 0, 2, 0, 2, 1) Bowler =  4 Value = 20.52
(6, 3, 0, 2, 0, 2, 2) Bowler =  4 Value = 24.54
(6, 3, 0, 2, 1, 0, 0) Bowler =  2 Value = 11.00
(6, 3, 0, 2, 1, 0, 1) Bowler =  2 Value = 15.93
(6, 3, 0, 2, 1, 0, 2) Bowler =  3 Value = 20.55
(6, 3, 0, 2, 1, 1, 0) Bowler =  3 Value = 15.44
(6, 3, 0, 2, 1, 1, 1) Bowler =  3 Value = 20.11
(6, 3, 0, 2, 1, 1, 2) Bowler =  4 Value = 24.23
(6, 3, 0, 2, 1, 2, 0) Bowler =  3 Value = 19.67
(6, 3, 0, 2, 1, 2, 1) Bowler =  4 Value = 23.88
(6, 3, 0, 2, 1, 2, 2) Bowler =  4 Value = 23.86
(6, 3, 0, 2, 2, 0, 0) Bowler =  2 Value = 14.96
(6, 3, 0, 2, 2, 0, 1) Bowler =  3 Value = 19.69
(6, 3, 0, 2, 2, 0, 2) Bowler =  3 Value = 23.94
(6, 3, 0, 2, 2, 1, 0) Bowler =  3 Value = 19.24
(6, 3, 0, 2, 2, 1, 1) Bowler =  3 Value = 23.56
(6, 3, 0, 2, 2, 1, 2) Bowler =  4 Value = 23.52
(6, 3, 0, 2, 2, 2, 0) Bowler =  3 Value = 23.17
(6, 3, 0, 2, 2, 2, 1) Bowler =  4 Value = 23.14
(6, 3, 0, 2, 2, 2, 2) Bowler =  4 Value = 23.14
(6, 3, 1, 0, 0, 0, 0) Bowler =  1 Value = 3.00
(6, 3, 1, 0, 0, 0, 1) Bowler =  1 Value = 8.00
(6, 3, 1, 0, 0, 0, 2) Bowler =  1 Value = 13.00
(6, 3, 1, 0, 0, 1, 0) Bowler =  1 Value = 7.50
(6, 3, 1, 0, 0, 1, 1) Bowler =  1 Value = 12.50
(6, 3, 1, 0, 0, 1, 2) Bowler =  4 Value = 17.34
(6, 3, 1, 0, 0, 2, 0) Bowler =  1 Value = 12.00
(6, 3, 1, 0, 0, 2, 1) Bowler =  4 Value = 16.87
(6, 3, 1, 0, 0, 2, 2) Bowler =  4 Value = 21.33
(6, 3, 1, 0, 1, 0, 0) Bowler =  1 Value = 7.00
(6, 3, 1, 0, 1, 0, 1) Bowler =  1 Value = 12.00
(6, 3, 1, 0, 1, 0, 2) Bowler =  3 Value = 16.88
(6, 3, 1, 0, 1, 1, 0) Bowler =  1 Value = 11.50
(6, 3, 1, 0, 1, 1, 1) Bowler =  3 Value = 16.40
(6, 3, 1, 0, 1, 1, 2) Bowler =  5 Value = 20.93
(6, 3, 1, 0, 1, 2, 0) Bowler =  3 Value = 15.92
(6, 3, 1, 0, 1, 2, 1) Bowler =  4 Value = 20.51
(6, 3, 1, 0, 1, 2, 2) Bowler =  4 Value = 24.52
(6, 3, 1, 0, 2, 0, 0) Bowler =  1 Value = 11.00
(6, 3, 1, 0, 2, 0, 1) Bowler =  5 Value = 15.92
(6, 3, 1, 0, 2, 0, 2) Bowler =  3 Value = 20.54
(6, 3, 1, 0, 2, 1, 0) Bowler =  3 Value = 15.44
(6, 3, 1, 0, 2, 1, 1) Bowler =  3 Value = 20.10
(6, 3, 1, 0, 2, 1, 2) Bowler =  5 Value = 24.21
(6, 3, 1, 0, 2, 2, 0) Bowler =  3 Value = 19.66
(6, 3, 1, 0, 2, 2, 1) Bowler =  5 Value = 23.86
(6, 3, 1, 0, 2, 2, 2) Bowler =  4 Value = 23.85
(6, 3, 1, 1, 0, 0, 0) Bowler =  1 Value = 6.50
(6, 3, 1, 1, 0, 0, 1) Bowler =  1 Value = 11.50
(6, 3, 1, 1, 0, 0, 2) Bowler =  1 Value = 16.40
(6, 3, 1, 1, 0, 1, 0) Bowler =  1 Value = 11.00
(6, 3, 1, 1, 0, 1, 1) Bowler =  1 Value = 15.92
(6, 3, 1, 1, 0, 1, 2) Bowler =  4 Value = 20.48
(6, 3, 1, 1, 0, 2, 0) Bowler =  1 Value = 15.43
(6, 3, 1, 1, 0, 2, 1) Bowler =  4 Value = 20.06
(6, 3, 1, 1, 0, 2, 2) Bowler =  4 Value = 24.13
(6, 3, 1, 1, 1, 0, 0) Bowler =  1 Value = 10.50
(6, 3, 1, 1, 1, 0, 1) Bowler =  1 Value = 15.44
(6, 3, 1, 1, 1, 0, 2) Bowler =  3 Value = 20.09
(6, 3, 1, 1, 1, 1, 0) Bowler =  1 Value = 14.95
(6, 3, 1, 1, 1, 1, 1) Bowler =  5 Value = 19.65
(6, 3, 1, 1, 1, 1, 2) Bowler =  5 Value = 23.81
(6, 3, 1, 1, 1, 2, 0) Bowler =  3 Value = 19.20
(6, 3, 1, 1, 1, 2, 1) Bowler =  4 Value = 23.45
(6, 3, 1, 1, 1, 2, 2) Bowler =  4 Value = 23.44
(6, 3, 1, 1, 2, 0, 0) Bowler =  1 Value = 14.46
(6, 3, 1, 1, 2, 0, 1) Bowler =  3 Value = 19.22
(6, 3, 1, 1, 2, 0, 2) Bowler =  3 Value = 23.50
(6, 3, 1, 1, 2, 1, 0) Bowler =  3 Value = 18.76
(6, 3, 1, 1, 2, 1, 1) Bowler =  3 Value = 23.12
(6, 3, 1, 1, 2, 1, 2) Bowler =  4 Value = 23.09
(6, 3, 1, 1, 2, 2, 0) Bowler =  3 Value = 22.73
(6, 3, 1, 1, 2, 2, 1) Bowler =  4 Value = 22.70
(6, 3, 1, 1, 2, 2, 2) Bowler =  4 Value = 22.70
(6, 3, 1, 2, 0, 0, 0) Bowler =  1 Value = 10.00
(6, 3, 1, 2, 0, 0, 1) Bowler =  1 Value = 14.95
(6, 3, 1, 2, 0, 0, 2) Bowler =  1 Value = 19.64
(6, 3, 1, 2, 0, 1, 0) Bowler =  1 Value = 14.46
(6, 3, 1, 2, 0, 1, 1) Bowler =  1 Value = 19.19
(6, 3, 1, 2, 0, 1, 2) Bowler =  4 Value = 23.42
(6, 3, 1, 2, 0, 2, 0) Bowler =  1 Value = 18.74
(6, 3, 1, 2, 0, 2, 1) Bowler =  4 Value = 23.05
(6, 3, 1, 2, 0, 2, 2) Bowler =  4 Value = 23.04
(6, 3, 1, 2, 1, 0, 0) Bowler =  1 Value = 13.97
(6, 3, 1, 2, 1, 0, 1) Bowler =  1 Value = 18.76
(6, 3, 1, 2, 1, 0, 2) Bowler =  3 Value = 23.10
(6, 3, 1, 2, 1, 1, 0) Bowler =  1 Value = 18.29
(6, 3, 1, 2, 1, 1, 1) Bowler =  3 Value = 22.71
(6, 3, 1, 2, 1, 1, 2) Bowler =  4 Value = 22.68
(6, 3, 1, 2, 1, 2, 0) Bowler =  3 Value = 22.31
(6, 3, 1, 2, 1, 2, 1) Bowler =  4 Value = 22.28
(6, 3, 1, 2, 1, 2, 2) Bowler =  4 Value = 22.28
(6, 3, 1, 2, 2, 0, 0) Bowler =  1 Value = 17.84
(6, 3, 1, 2, 2, 0, 1) Bowler =  3 Value = 22.35
(6, 3, 1, 2, 2, 0, 2) Bowler =  3 Value = 22.32
(6, 3, 1, 2, 2, 1, 0) Bowler =  3 Value = 21.93
(6, 3, 1, 2, 2, 1, 1) Bowler =  3 Value = 21.91
(6, 3, 1, 2, 2, 1, 2) Bowler =  3 Value = 21.91
(6, 3, 1, 2, 2, 2, 0) Bowler =  3 Value = 21.91
(6, 3, 1, 2, 2, 2, 1) Bowler =  3 Value = 21.91
(6, 3, 1, 2, 2, 2, 2) Bowler =  3 Value = 21.91
(6, 3, 2, 0, 0, 0, 0) Bowler =  1 Value = 6.00
(6, 3, 2, 0, 0, 0, 1) Bowler =  1 Value = 11.00
(6, 3, 2, 0, 0, 0, 2) Bowler =  1 Value = 15.91
(6, 3, 2, 0, 0, 1, 0) Bowler =  1 Value = 10.50
(6, 3, 2, 0, 0, 1, 1) Bowler =  1 Value = 15.43
(6, 3, 2, 0, 0, 1, 2) Bowler =  4 Value = 20.03
(6, 3, 2, 0, 0, 2, 0) Bowler =  1 Value = 14.94
(6, 3, 2, 0, 0, 2, 1) Bowler =  4 Value = 19.60
(6, 3, 2, 0, 0, 2, 2) Bowler =  4 Value = 23.73
(6, 3, 2, 0, 1, 0, 0) Bowler =  1 Value = 10.00
(6, 3, 2, 0, 1, 0, 1) Bowler =  1 Value = 14.95
(6, 3, 2, 0, 1, 0, 2) Bowler =  5 Value = 19.63
(6, 3, 2, 0, 1, 1, 0) Bowler =  1 Value = 14.45
(6, 3, 2, 0, 1, 1, 1) Bowler =  3 Value = 19.18
(6, 3, 2, 0, 1, 1, 2) Bowler =  4 Value = 23.40
(6, 3, 2, 0, 1, 2, 0) Bowler =  3 Value = 18.73
(6, 3, 2, 0, 1, 2, 1) Bowler =  4 Value = 23.03
(6, 3, 2, 0, 1, 2, 2) Bowler =  4 Value = 23.02
(6, 3, 2, 0, 2, 0, 0) Bowler =  1 Value = 13.97
(6, 3, 2, 0, 2, 0, 1) Bowler =  3 Value = 18.75
(6, 3, 2, 0, 2, 0, 2) Bowler =  3 Value = 23.08
(6, 3, 2, 0, 2, 1, 0) Bowler =  3 Value = 18.28
(6, 3, 2, 0, 2, 1, 1) Bowler =  3 Value = 22.69
(6, 3, 2, 0, 2, 1, 2) Bowler =  5 Value = 22.66
(6, 3, 2, 0, 2, 2, 0) Bowler =  3 Value = 22.29
(6, 3, 2, 0, 2, 2, 1) Bowler =  4 Value = 22.27
(6, 3, 2, 0, 2, 2, 2) Bowler =  4 Value = 22.27
(6, 3, 2, 1, 0, 0, 0) Bowler =  1 Value = 9.50
(6, 3, 2, 1, 0, 0, 1) Bowler =  1 Value = 14.45
(6, 3, 2, 1, 0, 0, 2) Bowler =  1 Value = 19.17
(6, 3, 2, 1, 0, 1, 0) Bowler =  1 Value = 13.96
(6, 3, 2, 1, 0, 1, 1) Bowler =  1 Value = 18.72
(6, 3, 2, 1, 0, 1, 2) Bowler =  5 Value = 22.99
(6, 3, 2, 1, 0, 2, 0) Bowler =  1 Value = 18.26
(6, 3, 2, 1, 0, 2, 1) Bowler =  4 Value = 22.61
(6, 3, 2, 1, 0, 2, 2) Bowler =  4 Value = 22.61
(6, 3, 2, 1, 1, 0, 0) Bowler =  1 Value = 13.47
(6, 3, 2, 1, 1, 0, 1) Bowler =  1 Value = 18.28
(6, 3, 2, 1, 1, 0, 2) Bowler =  5 Value = 22.66
(6, 3, 2, 1, 1, 1, 0) Bowler =  1 Value = 17.81
(6, 3, 2, 1, 1, 1, 1) Bowler =  3 Value = 22.26
(6, 3, 2, 1, 1, 1, 2) Bowler =  4 Value = 22.24
(6, 3, 2, 1, 1, 2, 0) Bowler =  4 Value = 21.85
(6, 3, 2, 1, 1, 2, 1) Bowler =  4 Value = 21.83
(6, 3, 2, 1, 1, 2, 2) Bowler =  4 Value = 21.83
(6, 3, 2, 1, 2, 0, 0) Bowler =  3 Value = 17.35
(6, 3, 2, 1, 2, 0, 1) Bowler =  3 Value = 21.89
(6, 3, 2, 1, 2, 0, 2) Bowler =  3 Value = 21.87
(6, 3, 2, 1, 2, 1, 0) Bowler =  4 Value = 21.47
(6, 3, 2, 1, 2, 1, 1) Bowler =  3 Value = 21.45
(6, 3, 2, 1, 2, 1, 2) Bowler =  3 Value = 21.45
(6, 3, 2, 1, 2, 2, 0) Bowler =  4 Value = 21.45
(6, 3, 2, 1, 2, 2, 1) Bowler =  1 Value = 21.45
(6, 3, 2, 1, 2, 2, 2) Bowler =  1 Value = 21.45
(6, 3, 2, 2, 0, 0, 0) Bowler =  1 Value = 12.98
(6, 3, 2, 2, 0, 0, 1) Bowler =  1 Value = 17.81
(6, 3, 2, 2, 0, 0, 2) Bowler =  1 Value = 22.25
(6, 3, 2, 2, 0, 1, 0) Bowler =  1 Value = 17.34
(6, 3, 2, 2, 0, 1, 1) Bowler =  1 Value = 21.84
(6, 3, 2, 2, 0, 1, 2) Bowler =  1 Value = 21.84
(6, 3, 2, 2, 0, 2, 0) Bowler =  4 Value = 21.42
(6, 3, 2, 2, 0, 2, 1) Bowler =  4 Value = 21.42
(6, 3, 2, 2, 0, 2, 2) Bowler =  4 Value = 21.42
(6, 3, 2, 2, 1, 0, 0) Bowler =  3 Value = 16.87
(6, 3, 2, 2, 1, 0, 1) Bowler =  1 Value = 21.46
(6, 3, 2, 2, 1, 0, 2) Bowler =  1 Value = 21.44
(6, 3, 2, 2, 1, 1, 0) Bowler =  3 Value = 21.03
(6, 3, 2, 2, 1, 1, 1) Bowler =  1 Value = 21.01
(6, 3, 2, 2, 1, 1, 2) Bowler =  1 Value = 21.01
(6, 3, 2, 2, 1, 2, 0) Bowler =  1 Value = 21.02
(6, 3, 2, 2, 1, 2, 1) Bowler =  1 Value = 21.01
(6, 3, 2, 2, 1, 2, 2) Bowler =  1 Value = 21.01
(6, 3, 2, 2, 2, 0, 0) Bowler =  1 Value = 20.61
(6, 3, 2, 2, 2, 0, 1) Bowler =  1 Value = 20.60
(6, 3, 2, 2, 2, 0, 2) Bowler =  1 Value = 20.60
(6, 3, 2, 2, 2, 1, 0) Bowler =  1 Value = 20.60
(6, 3, 2, 2, 2, 1, 1) Bowler =  1 Value = 20.60
(6, 3, 2, 2, 2, 1, 2) Bowler =  1 Value = 20.60
(6, 3, 2, 2, 2, 2, 0) Bowler =  1 Value = 20.60
(6, 3, 2, 2, 2, 2, 1) Bowler =  1 Value = 20.60
(6, 3, 2, 2, 2, 2, 2) Bowler =  1 Value = 20.60
(7, 1, 0, 0, 0, 0, 0) Bowler =  -1 Value = 0.00
(7, 1, 0, 0, 0, 0, 1) Bowler =  5 Value = 5.00
(7, 1, 0, 0, 0, 0, 2) Bowler =  5 Value = 8.00
(7, 1, 0, 0, 0, 1, 0) Bowler =  4 Value = 4.50
(7, 1, 0, 0, 0, 1, 1) Bowler =  5 Value = 7.70
(7, 1, 0, 0, 0, 1, 2) Bowler =  5 Value = 9.62
(7, 1, 0, 0, 0, 2, 0) Bowler =  4 Value = 7.50
(7, 1, 0, 0, 0, 2, 1) Bowler =  5 Value = 9.50
(7, 1, 0, 0, 0, 2, 2) Bowler =  5 Value = 10.70
(7, 1, 0, 0, 1, 0, 0) Bowler =  3 Value = 4.00
(7, 1, 0, 0, 1, 0, 1) Bowler =  5 Value = 7.40
(7, 1, 0, 0, 1, 0, 2) Bowler =  5 Value = 9.44
(7, 1, 0, 0, 1, 1, 0) Bowler =  4 Value = 7.17
(7, 1, 0, 0, 1, 1, 1) Bowler =  5 Value = 9.30
(7, 1, 0, 0, 1, 1, 2) Bowler =  5 Value = 10.58
(7, 1, 0, 0, 1, 2, 0) Bowler =  4 Value = 9.28
(7, 1, 0, 0, 1, 2, 1) Bowler =  5 Value = 10.57
(7, 1, 0, 0, 1, 2, 2) Bowler =  5 Value = 11.34
(7, 1, 0, 0, 2, 0, 0) Bowler =  3 Value = 7.00
(7, 1, 0, 0, 2, 0, 1) Bowler =  5 Value = 9.20
